,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in
0,Brown shrike,Animalia,Chordata,Aves,https://eol.org/pages/45510943,"Lanius cristatus (Brown Shrike) is a species of birds in the family true shrikes. They are found in the indo-malayan realm, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,United States,"temperate,terrestrial",Decreasing,the indo-malayan realm,36 g,,,,,,Eutropis multifasciata (Kuhl 1820) (Many-striped skink),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown sicklebill,Animalia,Chordata,Aves,https://eol.org/pages/45516956,Epimachus meyeri (Brown Sicklebill) is a species of birds in the family Birds-of-Paradise. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,10 dB,bipedal movement,apatite,corneal eyes,United States,"mountain,terrestrial",Stable,australasia,310 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown skua,Animalia,Chordata,Aves,https://eol.org/pages/45512181,Stercorarius antarcticus (Brown Skua) is a species of birds in the family skuas. They rely on flight to move around.,tympanic middle ear,,nectonic,5000 Hz,20 dB,flight,apatite,corneal eyes,Mozambique,,,,,,28.8 years,,1687 g,,Stercorariidae (skuas),,,,,,,,,Aptenodytes patagonicus Miller & JF 1778 (King penguin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown snake eagle,Animalia,Chordata,Aves,https://eol.org/pages/1047569,Circaetus cinereus (Brown Snake Eagle) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,,corneal eyes,Mozambique,"coastal,terrestrial",Decreasing,Afrotropics,2465 g,,,,2048 g,,,,,,,,,,,,,,,,,,,,,,,,,,0.037 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown songlark,Animalia,Chordata,Aves,https://eol.org/pages/52232836,Cincloramphus cruralis (Brown Songlark) is a species of birds in the family Locustellidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Australia,terrestrial,Stable,australasia,,,,,,,,Great Sandy-Tanami Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown tanager,Animalia,Chordata,Aves,https://eol.org/pages/922328,Orchesticus abeillei (Brown Tanager) is a species of birds in the family tanagers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,,,flight,apatite,corneal eyes,South Atlantic,terrestrial,Decreasing,The Neotropics,31.5 g,,,,,,Ocotea (sweetwood),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcgravia polyantha Delp.,,,,,,,,,,
0,Brown teal,Animalia,Chordata,Aves,https://eol.org/pages/1065130,Anas chlorotis (Brown Teal) is a species of birds in the family Anatidae. They are listed as near threatened by IUCN and in cites appendix i. They rely on flight and drag powered swimming to move around.,tympanic middle ear,near threatened,nectonic,,,flight,apatite,corneal eyes,New Zealand,"river,freshwater habitat",Increasing,,582 g,,,,,,Oxalis procumbens Steud. ex A. Rich. (creeping woodsorrel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518123,Acanthiza pusilla (Brown Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,"dune,terrestrial",Stable,australasia,,,,,,,,Southeast Australia Temperate Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510156,"Toxostoma rufum (Brown Thrasher) is a species of birds in the family Mimidae. They are native to The Nearctic. They are diurnal omnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on flight to move around.",,,,,,flight,,,Missouri,,Decreasing,The Nearctic,,terrestrial,,omnivore,,,,,,bilaterally symmetric,fruit,monogamous,The Nearctic,,,,,,,,,,,4 /year,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511970,Crypturellus obsoletus (Brown Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,,,bipedal movement,,corneal eyes,South Atlantic,"valley,terrestrial",Stable,The Neotropics,482 g,,,,,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,diurnal,,1.35 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown titbabbler,Animalia,Chordata,Aves,https://eol.org/pages/45517159,Macronus striaticeps (Brown Tit Babbler) is a species of birds in the family babblers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Philippines,"montane forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown treecreeper,Animalia,Chordata,Aves,https://eol.org/pages/45518381,Climacteris picumnus (Brown Treecreeper) is a species of birds in the family Australo-Papuan treecreepers. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Australia,"arid,terrestrial",Decreasing,australasia,,,,,,,,Eyre And York Mallee,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown trembler,Animalia,Chordata,Aves,https://eol.org/pages/45510176,Cinclocerthia ruficauda (Brown Trembler) is a species of birds in the family Mimidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Dominica,"subtropical,terrestrial",Unknown,The Neotropics,71 g,,,,,,,Cayman Islands Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown twinspot,Animalia,Chordata,Aves,https://eol.org/pages/45515649,Clytospiza monteiri (Brown Twinspot) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Angola,terrestrial,Stable,Afrotropics,15 g,terrestrial,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown violetear,Animalia,Chordata,Aves,https://eol.org/pages/45509514,Colibri delphinae (Brown Violet Ear) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,Venezuela,"mountain,terrestrial",Stable,The Neotropics,8 g,,,,,,,,Instituto Nacional da Mata Atlântica - INMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown wood owl,Animalia,Chordata,Aves,https://eol.org/pages/45518935,Strix leptogrammica (Brown Wood Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,flight,apatite,corneal eyes,Taiwan,terrestrial,Decreasing,the indo-malayan realm,1100 g,,,,,,,Central Indochina Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown wood rail,Animalia,Chordata,Aves,https://eol.org/pages/913161,Aramides wolfi (Brown Wood Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,Colombia,"tropical,terrestrial",Decreasing,The Neotropics,454 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brown woodland warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514445,Phylloscopus umbrovirens (Brown Woodland Warbler) is a species of birds in the family Phylloscopidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Yemen,"subtropical,terrestrial",Stable,Afrotropics,10 g,,,,,,,East African Montane Moorlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brownish elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512976,Elaenia pelzelni (Brownish Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"tropical,freshwater habitat",Decreasing,The Neotropics,,,,,,,,Solimoes-Japurá Moist Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brownish twistwing,Animalia,Chordata,Aves,https://eol.org/pages/45511793,Cnipodectes subbrunneus (Brownish Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"subtropical,terrestrial",Decreasing,The Neotropics,23.2 g,,,,,,,Magdalena-Urabá Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brubru,Animalia,Chordata,Aves,https://eol.org/pages/45515212,Nilaus afer (Brubru) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mozambique,terrestrial,Stable,Afrotropics,,,,,,,,Central Zambezian Miombo Woodlands,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,,,,,1.271 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bruces green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45515853,Treron waalia (Bruce's Green Pigeon) is a species of birds in the family Columbidae. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,Central African Republic,"coastal,freshwater habitat",Decreasing,Afrotropics,268 g,,,,,,Ficus abutilifolia (Miq.) Miq. (Large-leaved rock fig),,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brush bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/1049799,Phaps elegans (Brush Bronzewing) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Indian Ocean,terrestrial,Decreasing,australasia,260 g,,,,,,,Jarrah-Karri Forest And Shrublands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brush cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45517833,Cacomantis variolosus (Brush Cuckoo) is a species of birds in the family Cuculidae. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,Stable,australasia,,,,,,,,Mindanao-Eastern Visayas Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhipidura rufifrons (Latham 1801) (Rufous Fantail),,,,,,,,,,,,,,,,,,
0,Brushland tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511991,Nothoprocta cinerascens (Brushland Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Bolivia,"savanna,terrestrial",Decreasing,The Neotropics,,,,,,,,Espinal,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bryans shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45518718,Puffinus bryani (Bryan's Shearwater) is a species of birds in the family Procellariidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,critically endangered,,5000 Hz,20 dB,flight,apatite,corneal eyes,North Pacific,marine,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bubbling cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514471,Cisticola bulliens (Bubbling Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Atlantic,"savanna,terrestrial",Stable,Afrotropics,17.5 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buckleys forest falcon,Animalia,Chordata,Aves,https://eol.org/pages/45512601,Micrastur buckleyi (Buckley's Forest Falcon) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Brazil,"tropical,terrestrial",Decreasing,The Neotropics,,,,,,,,Napo Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Budgerigar,Animalia,Chordata,Aves,https://eol.org/pages/45510805,Melopsittacus undulatus (Budgerigar) is a species of birds in the family Psittaculidae. They are native to Australia. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,,,,,,United States,,Increasing,,,,,granivore,,,,,,bilaterally symmetric,seeds,monogamous,Australia,,group living,,,,9.6 mm,,12.6 mm,12 degrees celsius,,,20 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bufflehead,Animalia,Chordata,Aves,https://eol.org/pages/45510600,"Bucephala albeola (Anas Minor Purpureo Capite) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Nearctic. They are crepuscular carnivores. They have parental care (female provides care and paternal care). They rely on flight, swimming, drag powered swimming, and gliding to move around.",,,nectonic,,,,,,Florida,,Increasing,,,freshwater,,invertivore,,,,,,bilaterally symmetric,roots,monogamous,The Nearctic,,group living,,,,,,,,,1 /year,30 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy fish owl,Animalia,Chordata,Aves,https://eol.org/pages/45517846,Ketupa ketupu (Buffy Fish Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,United States,"river,freshwater habitat",Stable,the indo-malayan realm,2100 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy helmetcrest,Animalia,Chordata,Aves,https://eol.org/pages/45512433,Oxypogon stuebelii (Buffy Helmetcrest) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45512308,Leucippus fallax (Buffy Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Colombia,"desert,terrestrial",Decreasing,The Neotropics,6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/52571235,Pterorhinus berthemyi (Buffy Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515079,Anthus vaalensis (Buffy Pipit) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mozambique,"arid,terrestrial",Increasing,Afrotropics,31 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Buffy tuftedcheek,Animalia,Chordata,Aves,https://eol.org/pages/45511672,Pseudocolaptes lawrencii (Buffy Tuftedcheek) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Colombia,tropical,,The Neotropics,51 g,,,,,,,Talamancan Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bugun liocichla,Animalia,Chordata,Aves,https://eol.org/pages/45517258,Liocichla bugunorum (Bugun Liocichla) is a species of birds in the family Leiothrichidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,critically endangered,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,India,"forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bukidnon woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45516160,Scolopax bukidnonensis (Bukidnon Woodcock) is a species of birds in the family Scolopacidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,The Philippines,"montane forest,terrestrial",Unknown,,310 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bullers albatross,Animalia,Chordata,Aves,https://eol.org/pages/45512097,Thalassarche bulleri (Buller's Albatross) is a species of birds in the family albatrosses. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,nectonic,5000 Hz,20 dB,flight,apatite,corneal eyes,South Pacific,marine,Stable,,,,,,,,Loligo (Loligo squid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bullers shearwater,Animalia,Chordata,Aves,https://eol.org/pages/1047363,Ardenna bulleri (Buller's Shearwater) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,United States,"temperate,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bullocks oriole,Animalia,Chordata,Aves,https://eol.org/pages/45511143,Icterus bullockii (Bullock's Oriole) is a species of birds in the family New World blackbirds. They are native to The Nearctic. They visit flowers of American coral tree. They are diurnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,,,,,flight,,,United States,,,The Neotropics,,,,insectivore,,,,,"University Museum of Zoology, Cambridge",bilaterally symmetric,insects,monogamous,The Nearctic,provisioning,group living,,,,,,,,,,11 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bulwers petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511317,Bulweria bulwerii (Bulwer's Petrel) is a species of birds in the family Procellariidae. They are found in the palearctic. They are nocturnal. Individuals can grow to 73 cm. They have parental care (pair provides care). They rely on flight to move around.,,,nectonic,,,flight,,,New Zealand,,Stable,the palearctic,,marine pelagic,22.9 years,vertivore,,,,,,,,,,,,,,,,,,,0.513975 watts,1 /year,44 days,,,,,,,,,,,,,,,,68 cm,,,,,,,,,,,,,,,,,,,,
0,Bulwers pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516026,Lophura bulweri (Bulwer's Pheasant) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,Malaysia,"lower montane,terrestrial",Decreasing,the indo-malayan realm,1004 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bumblebee hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509654,Atthis heloisa (Bumblebee Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics and The Nearctic. They visit flowers of Lamourouxia viscosa and Kosteletzkya thurberi. They rely on flight to move around.,tympanic middle ear,,,,,bipedal movement,,corneal eyes,United States,"montane forest,terrestrial",Stable,The Neotropics,2.7 g,,,,,,Cirsium (thistle),,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,Lamourouxia viscosa Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bundok flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/47043125,Ficedula luzoniensis (Bundok Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells coucal,Animalia,Chordata,Aves,https://eol.org/pages/1250676,Centropus burchellii (Burchell's Coucal) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,South Africa,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells courser,Animalia,Chordata,Aves,https://eol.org/pages/45513960,Cursorius rufus (Burchell's Courser) is a species of birds in the family pratincoles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,South Atlantic,"arid,freshwater habitat",Decreasing,Afrotropics,75 g,,,,,,,Namib Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells sandgrouse,Animalia,Chordata,Aves,https://eol.org/pages/45513981,Pterocles burchelli (Burchell's Sandgrouse) is a species of birds in the family sand-grouse. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Angola,"arid,terrestrial",Stable,Afrotropics,200 g,,,,,,,Zambezian Flooded Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burchells starling,Animalia,Chordata,Aves,https://eol.org/pages/45515513,Lamprotornis australis (Burchell's Glossy Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Swaziland,terrestrial,Unknown,Afrotropics,138 g,,,,,,,Angolan Mopane Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese bush lark,Animalia,Chordata,Aves,https://eol.org/pages/45516991,Mirafra microptera (Burmese Bush Lark) is a species of birds in the family larks. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Burma,terrestrial,Stable,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese bushtit,Animalia,Chordata,Aves,https://eol.org/pages/21627362,Aegithalos sharpei (Burmese Bushtit) is a species of birds in the family bushtits. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,temperate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/28355450,Sitta neglecta (Burmese Nuthatch) is a species of birds in the family Sittidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Cambodia,subtropical,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese shrike,Animalia,Chordata,Aves,https://eol.org/pages/1050921,Lanius collurioides (Burmese Shrike) is a species of birds in the family true shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Vietnam,"subtropical,terrestrial",Stable,the palearctic,26 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burmese yuhina,Animalia,Chordata,Aves,https://eol.org/pages/45517287,Yuhina humilis (Burmese Yuhina) is a species of birds in the family white-eyes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Burma,"subtropical,terrestrial",Decreasing,the indo-malayan realm,,,,,,,,Kayah-Karen Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burrowing owl,Animalia,Chordata,Aves,https://eol.org/pages/45510745,"Athene cunicularia (Burrowing Owl) is a species of birds in the family typical owls. They are listed as endangered by COSEWIC and in cites appendix ii. They are native to United States, The Neotropics, and The Nearctic. They are crepuscular carnivores. They have parental care (paternal care and female provides care). They rely on flight, gliding, and saltation to move around.",,,fossorial,,,flight,,,United States,,Decreasing,The Neotropics,,,,insectivore,,,,,,bilaterally symmetric,birds,monogamous,United States,,,,,,,,,,,1.5 /year,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Burrowing parrot,Animalia,Chordata,Aves,https://eol.org/pages/45510853,Cyanoliseus patagonus (Burrowing Parrot) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,United States,"valley,terrestrial",Decreasing,The Neotropics,340 g,,19.5 years,,278 g,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
